filename,cwt1,cwt2,cwt3,cwt4,cwt5,cwt6,cwt7,cwt8,cwt9,cwt10,cwt11,cwt12,cwt13,cwt14,cwt15,cwt16,cwt17,cwt18,cwt19,cwt20,stft1,stft2,stft3,stft4,stft5,stft6,stft7,stft8,stft9,stft10,label
n_400000205.wav,1.016936631590858e-10,3.619118388093577e-10,7.58000395066325e-10,1.6726457683139567e-09,2.430431618636199e-09,2.9509266257699476e-09,3.4455401867285903e-09,4.09091297948445e-09,4.856477148711385e-09,5.579338238792088e-09,6.158176364644655e-09,6.623419921083637e-09,7.081029977182762e-09,7.647156615560784e-09,8.42462830512631e-09,9.506494596494092e-09,1.0983396093800778e-08,1.2945033679163663e-08,1.547622852252498e-08,1.865107227940295e-08,1.935363115990185e-06,2.2939364896501502e-07,1.2715736907864539e-08,1.3602835302606309e-08,5.326668883753882e-09,1.7426401432985017e-09,3.7701569643999733e-10,8.221773088734619e-12,3.85885764395957e-15,8.392627434522222e-18,0
n_400000211.wav,1.1608352293440318e-10,4.1895075343581143e-10,8.099598089740999e-10,1.896894095285683e-09,3.155020416881889e-09,3.988639793808837e-09,4.180039633875082e-09,4.166125190389262e-09,4.388297329018616e-09,4.9460520418433235e-09,5.73094444065615e-09,6.598801693633642e-09,7.46074642408092e-09,8.304313615514788e-09,9.179619487226337e-09,1.0179359629011395e-08,1.1422074368339242e-08,1.303914164549718e-08,1.5164878496288864e-08,1.7929013842892758e-08,2.020452711803955e-06,2.4435266254840826e-07,1.4884785848323645e-08,1.510901626033956e-08,5.697638805202132e-09,2.212304117676922e-09,4.953024101972403e-10,8.603864148915008e-12,1.6759066939655946e-14,6.332194696975074e-15,0
n_400000239.wav,1.1255274244857145e-10,3.8836833785721796e-10,6.0094692974935e-10,9.493876922601776e-10,1.1377764069744646e-09,1.5219533156211629e-09,2.2566751429161078e-09,3.4008395136055815e-09,5.01206932974923e-09,7.129842064678758e-09,9.761939599302934e-09,1.2872560103629625e-08,1.6384361426194265e-08,2.0200306569160233e-08,2.4234294835047936e-08,2.8435712697422972e-08,3.280018547575094e-08,3.736683504074441e-08,4.220705326945568e-08,4.7410678127177626e-08,3.1477852644457016e-06,2.946154609162477e-07,1.342426081407666e-08,1.5099811179197786e-08,5.752277765225244e-09,1.981109720716745e-09,4.1969849817746763e-10,7.50859530801451e-12,4.060029662998361e-15,3.1897788412106606e-17,0
ab_400000033.wav,2.5711990059855493e-10,2.525435710422182e-10,5.336497615759203e-10,1.4871792813705704e-09,2.9946323342460722e-09,5.349529600887465e-09,8.688264815203232e-09,1.2613057259341204e-08,1.649921971254284e-08,1.9887959237363132e-08,2.260587180442738e-08,2.4710029673692807e-08,2.6364302575023286e-08,2.7715622485698135e-08,2.882559947136808e-08,2.9670896824454882e-08,3.018637278617061e-08,3.031556726504328e-08,3.0044965496626436e-08,2.941464887171821e-08,8.966763402895594e-07,1.4926473568266374e-07,6.233057625593119e-09,2.7067116548096237e-08,2.181382363630746e-08,5.60547208650064e-09,1.045754594031223e-09,5.591759694167919e-12,1.9307787807394715e-15,1.2219751253810706e-16,1
ab_400000027.wav,2.8124150353432295e-10,1.9806764314061306e-10,3.118157849219896e-10,7.807556939822306e-10,1.651168817316801e-09,3.375031535369383e-09,6.420668354778244e-09,1.090078368426207e-08,1.6364365344734757e-08,2.1990532007474706e-08,2.7021905481778204e-08,3.107856071417241e-08,3.417611369980165e-08,3.6546302815926104e-08,3.844883786649856e-08,4.0077507184347366e-08,4.1552653608100226e-08,4.294853343750688e-08,4.431817548881876e-08,4.570522055809082e-08,1.3701762782147853e-06,1.6509888212112855e-07,4.602408232301514e-09,2.130287768409289e-08,2.2108789465846712e-08,8.765811188027328e-09,1.6711857453444168e-09,4.980198978904449e-12,2.0126786081677266e-15,1.306329862739983e-17,1
n_400000007.wav,1.1713952194427617e-10,5.388450416318366e-10,9.074139279827899e-10,1.565596754865489e-09,2.0463018933311107e-09,2.8093589200167447e-09,3.91419429104632e-09,5.208285428534918e-09,6.562094531126824e-09,7.909922300240097e-09,9.267605085727444e-09,1.0707369769502782e-08,1.2320706303481582e-08,1.4194938378163235e-08,1.640058986382287e-08,1.898347623486495e-08,2.1961038360519284e-08,2.5323620478711013e-08,2.9040128465832326e-08,3.3066369303537765e-08,2.4191731426981278e-06,2.689168354663707e-07,1.84258475144361e-08,2.3101637935951658e-08,6.5658274372992764e-09,6.919867456822715e-10,1.6544940417695386e-10,1.1778006521467876e-11,8.004651086933323e-15,1.7674692403220663e-17,0
n_400000013.wav,1.2057097768241198e-10,4.770751834240532e-10,4.927625583874327e-10,6.972379948492593e-10,6.47513541397193e-10,7.11507180552288e-10,9.65446777164012e-10,1.3840768932022997e-09,1.960991118796179e-09,2.6840001599800097e-09,3.538743853945345e-09,4.518130681241963e-09,5.629427244320859e-09,6.899674486861025e-09,8.377417710345386e-09,1.0129597495760027e-08,1.223610167091435e-08,1.4785466495789533e-08,1.7873304572317953e-08,2.160289574620082e-08,3.697207148434245e-06,3.0079363000368176e-07,1.4580304075195727e-08,2.4418001842718695e-08,6.136513519550135e-09,8.556967912021207e-10,2.0578889980971127e-10,9.158524633123832e-12,6.029361783606822e-15,3.771442652662844e-17,0
ab_400000147.wav,2.4316402922183416e-10,2.9335119892368933e-10,4.452365384245741e-10,9.703694431615952e-10,1.8981929041013155e-09,3.8967089992663445e-09,7.53908801727808e-09,1.2833562732790026e-08,1.901560002457833e-08,2.4915733732739315e-08,2.960485131414821e-08,3.27774130705678e-08,3.4686432325554555e-08,3.583442328087409e-08,3.6695955717358035e-08,3.7593678765450726e-08,3.870173330250817e-08,4.010248245843366e-08,4.184219068228181e-08,4.396496657896522e-08,2.635217924762401e-06,2.758022219495615e-07,7.493620834964076e-09,2.7131727975415743e-08,1.8091448339419003e-08,5.630859778449349e-09,1.3006924426406385e-09,6.779139749557572e-12,2.4001546769221536e-15,2.321277910082649e-16,1
n_400000198.wav,1.002687803449207e-10,3.746326240522075e-10,8.411527814031408e-10,1.9136982801679804e-09,2.8963511352951984e-09,3.6747913857494514e-09,4.4051062097235796e-09,5.117592467147441e-09,5.647223153353147e-09,5.8578985787788305e-09,5.812024941672152e-09,5.6927892664252335e-09,5.66260324420669e-09,5.8131324261277e-09,6.187197399213681e-09,6.811200952878794e-09,7.713087032325213e-09,8.92758040409153e-09,1.0495714834891966e-08,1.24628209393393e-08,1.7736306290316861e-06,2.2631961371644138e-07,1.353749379262581e-08,1.3088261141547264e-08,5.454643847713214e-09,1.7647813210786012e-09,3.799860703868063e-10,7.431289091031079e-12,3.7532555053265346e-15,1.0434590936291845e-16,0
ab_400000153.wav,1.6374923691521918e-10,2.4463081194186227e-10,8.786963618224094e-10,3.1515697173238975e-09,7.688813648785993e-09,1.3867108892144237e-08,1.9838821313409714e-08,2.4702654556389846e-08,2.8878977601606695e-08,3.277914957638721e-08,3.617051889964315e-08,3.85659772106446e-08,3.9757785145235226e-08,3.99478797098612e-08,3.955519774717847e-08,3.8999674906160764e-08,3.86050219366963e-08,3.85940791564339e-08,3.911505621600003e-08,4.026601194152886e-08,3.5208147437515436e-06,4.545100011910108e-07,8.113326011027766e-09,1.484863787482027e-08,1.169739860529262e-08,4.669894693165588e-09,1.1402760957679448e-09,6.360302041985566e-12,1.937971996285792e-15,1.0679474944224087e-17,1
