filename,cwt1,cwt2,cwt3,cwt4,cwt5,cwt6,cwt7,cwt8,cwt9,cwt10,cwt11,cwt12,cwt13,cwt14,cwt15,cwt16,cwt17,cwt18,cwt19,cwt20,stft1,stft2,stft3,stft4,stft5,stft6,stft7,stft8,stft9,stft10,label
n_200000663.wav,7.221267747502225e-12,1.4026397091044192e-10,6.299469348949634e-10,1.915112323799621e-09,4.210688300611602e-09,7.751921172695251e-09,1.2901951287280073e-08,1.956081537569237e-08,2.6659723369345345e-08,3.242529929175081e-08,3.534118538051506e-08,3.498583131803697e-08,3.212675116428281e-08,2.816911562838618e-08,2.4457744306064252e-08,2.1861443462299414e-08,2.0745233839244797e-08,2.1171131848829025e-08,2.311421438079236e-08,2.6581970731039008e-08,4.7630746848881245e-06,4.948983018948638e-07,7.071032204208905e-09,1.2670186011476403e-09,2.0655779864320323e-10,2.4435845707992954e-11,6.543187432844766e-12,2.0534249756294642e-13,6.146772514436648e-16,3.38882900301191e-16,0
n_200000105.wav,3.904722495516648e-13,1.381348610967834e-11,6.26268288454547e-11,2.6679601660544696e-10,9.640098468688054e-10,2.8445750088227487e-09,7.4389766690276344e-09,1.7849643373482035e-08,3.9494658834145196e-08,8.048578571943496e-08,1.513286473154808e-07,2.6380006393275145e-07,4.2899906083556324e-07,6.547730969506322e-07,9.429968496989247e-07,1.2873986901036021e-06,1.6726609253443275e-06,2.075300731910859e-06,2.46639598910774e-06,2.8156873387408332e-06,2.3138760298024863e-05,1.767282810760662e-06,9.447513882321346e-10,6.751113557079691e-11,2.6526070836391247e-12,1.9950324378625872e-11,5.308817187937853e-12,1.2057373396695721e-14,5.758212137630617e-15,3.331199104742214e-15,0
n_200000111.wav,4.2292987541318245e-13,1.9062179479690982e-11,8.380425598490461e-11,3.3015414851422575e-10,1.1104036989148771e-09,3.0745626185258528e-09,7.614701729445678e-09,1.7543344735521034e-08,3.7839502486858114e-08,7.61683304784244e-08,1.4276921384678705e-07,2.494222996362447e-07,4.0745394915956104e-07,6.250365289023196e-07,9.043412083333191e-07,1.2393198021417698e-06,1.6148852963321411e-06,2.0079614966305772e-06,2.3903570822692925e-06,2.7328817015874035e-06,2.2408756194636226e-05,1.7258502111872076e-06,1.237901892103821e-09,9.666790978801743e-11,4.491672658812895e-12,3.604029780775869e-13,2.2622127356596543e-14,2.4540280899498952e-15,1.0178215768377242e-15,5.763887152498103e-16,0
n_200000677.wav,5.505888157531319e-12,1.1891328343795677e-10,4.680651394457996e-10,1.1024612262623846e-09,2.2238065678959894e-09,4.4110393075458955e-09,8.229030140275922e-09,1.3940653050101464e-08,2.1117576807031533e-08,2.8364391865494246e-08,3.3863062089424905e-08,3.646278677159185e-08,3.6317762500386743e-08,3.462105177785135e-08,3.284996990290125e-08,3.216543900376699e-08,3.324278090195537e-08,3.6411658173585485e-08,4.186094287847523e-08,4.976426954666362e-08,5.324707217368996e-06,4.902927912553423e-07,6.112754302733947e-09,8.878833779313311e-10,1.4445653007122417e-10,2.073663116219926e-11,6.849817154458426e-12,1.7438856619606674e-13,7.868538503902833e-16,4.3762851898443964e-16,0
n_200000887.wav,8.725782819794117e-12,1.60192700179599e-10,6.526626589922369e-10,1.7954974367238309e-09,3.730798919196614e-09,6.689791145204714e-09,1.123187119549043e-08,1.7651663529206862e-08,2.5167313430627656e-08,3.191540265026127e-08,3.597385978477697e-08,3.652090541946017e-08,3.4163580590240866e-08,3.037439075465296e-08,2.664879102533149e-08,2.3971585496038344e-08,2.275311756626117e-08,2.304813215786647e-08,2.480234889881685e-08,2.7993816490041426e-08,4.5649794628843665e-06,4.719139496955904e-07,7.875335050755439e-09,1.3413333777023695e-09,3.034552054081985e-10,2.9884841129534934e-11,9.411351038768334e-12,6.387952775251116e-13,2.0774397562296954e-16,1.3818898338464969e-17,0
n_200000139.wav,4.5236261946065114e-13,2.7510736923824022e-11,2.1706821288404378e-10,1.0604678636038867e-09,3.1649623270049672e-09,6.742600299533889e-09,1.2634615714090972e-08,2.343430324821706e-08,4.3757296889455727e-08,8.011835282487274e-08,1.4081497556325128e-07,2.3576899551933655e-07,3.7569357185902e-07,5.700589823516775e-07,8.241030125398659e-07,1.1358299589895638e-06,1.4941500453761391e-06,1.8789997099815782e-06,2.2636333505406076e-06,2.6185796850626848e-06,2.059503640339244e-05,1.7121548125942354e-06,1.8347762198445139e-09,8.134856677166624e-11,4.126556735206677e-12,8.235082537763616e-13,3.033973896768294e-13,1.7298310136734663e-14,8.330154519497481e-16,4.935424343821169e-16,0
n_200000893.wav,1.5783323715574575e-11,2.6771489955545764e-10,9.806047148688231e-10,1.9593007075719847e-09,3.334601151245803e-09,6.317842933379583e-09,1.2096280031060706e-08,2.1200686046546914e-08,3.29920198799174e-08,4.524214041128801e-08,5.496286396443122e-08,6.016152061340388e-08,6.088356016778612e-08,5.8811249402501394e-08,5.608840520739232e-08,5.436912379995911e-08,5.452022859520395e-08,5.6810681096434846e-08,6.123097088540233e-08,6.77180247617686e-08,6.194151865202002e-06,6.035631372469652e-07,1.2930595261195776e-08,2.6105153594357944e-09,5.524639634657547e-10,4.894586125292477e-11,1.2383644457103493e-11,7.526706037944142e-13,1.3366871298316056e-15,7.217332162515438e-16,0
n_200000878.wav,1.4498708230196613e-11,2.1781447594478111e-10,6.757413041417811e-10,1.4019887601672963e-09,2.7936961865578663e-09,5.908605210857076e-09,1.1841644425074164e-08,2.1117470765995228e-08,3.300072233304628e-08,4.519120619789785e-08,5.475339003147449e-08,5.980103736558704e-08,6.044241401739635e-08,5.8357237409673444e-08,5.565545431894442e-08,5.396407828430755e-08,5.414501073422372e-08,5.647797248835617e-08,6.09655783734538e-08,6.754852155485964e-08,6.813828804297373e-06,6.18971057519957e-07,1.0279682882696761e-08,2.3809842986111107e-09,5.332448926864686e-10,5.1098913295133386e-11,1.2522642645063087e-11,6.467361368667213e-13,1.7363323091809982e-16,1.2142973135175116e-18,0
ab_200000119.wav,3.4656751132265104e-10,1.01848842609473e-09,1.6616287911971433e-09,3.6750497921447314e-09,7.3363846293612735e-09,1.2923037718838242e-08,2.1448713120885224e-08,3.4500346671039124e-08,5.4503201594326117e-08,8.558417001929099e-08,1.3383804143359947e-07,2.0658895756393582e-07,3.1086529375493606e-07,4.514980641563102e-07,6.29289420976539e-07,8.396347573341178e-07,1.0719708389001279e-06,1.310394591502515e-06,1.5355628608240346e-06,1.727574723570563e-06,1.4351069694384933e-05,1.4933208376533003e-06,3.6137553394155475e-08,3.537062909231281e-08,2.312761004930053e-08,5.232918987019275e-09,3.5237535112031537e-09,3.7846697997778733e-10,1.0083584358125397e-13,8.087078404129481e-15,1
n_200000844.wav,5.624556382482706e-12,9.836535047114788e-11,3.5779047431682177e-10,1.2035003450827272e-09,3.71865944346554e-09,8.71078638401738e-09,1.5591645255566444e-08,2.2764979083923137e-08,2.8878732143411404e-08,3.325873270125432e-08,3.566757601396711e-08,3.621462233925378e-08,3.5412599988743044e-08,3.404890267963991e-08,3.288403052919426e-08,3.241703077308943e-08,3.285113866639341e-08,3.420850029473199e-08,3.647205820043375e-08,3.967582673232521e-08,4.622757387551246e-06,4.5572170392915723e-07,5.031553840240122e-09,8.703536780174659e-10,1.934183091467645e-10,2.5904020248268544e-11,6.574754629617985e-12,4.3391904110644253e-13,1.8532375466297706e-16,3.493384897136409e-17,0
